,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PMI_008467,506.282133167111,-1.29944541568005,0.235282482695694,-5.52291611679694,3.33418941238047e-08,5.02306119027853e-06
PMI_017182,4396.76832761316,-1.08484100015233,0.196479962470563,-5.52138236648363,3.36342954235762e-08,5.02306119027853e-06
PMI_006302,4208.8689089779,-0.981912651406446,0.178190512119017,-5.51046539868862,3.5788616094978e-08,5.29134688964249e-06
PMI_026421,1890.2358962913,-1.02446772371962,0.187599847493949,-5.46091981099646,4.73673978743568e-08,6.93393047101351e-06
PMI_026615,447.305612121134,1.36817443249968,0.252942780689889,5.40902740441159,6.33679339565455e-08,9.18524415242671e-06
PMI_004937,27807.8837364719,-0.940930039425642,0.174464558963093,-5.39324459373259,6.91966571008348e-08,9.93274344889167e-06
PMI_015721,175.215815263289,-1.74847878178674,0.324936040826447,-5.3809936790626,7.40757959298409e-08,1.05308715656029e-05
PMI_002518,7278.93431112845,-1.04841381832021,0.195071571183528,-5.37450850454183,7.67918590733654e-08,1.08130251085686e-05
PMI_011809,442.967486573166,1.2917475505056,0.240759095881105,5.36531151929358,8.08096260851784e-08,1.11660777726109e-05
PMI_012784,5914.82945018741,-1.1119970961665,0.207221614761364,-5.36622155679598,8.04031680439645e-08,1.11660777726109e-05
PMI_017009,6059.57607811203,-1.05216173098985,0.196210107072052,-5.36242371349135,8.21126503597972e-08,1.12410697737926e-05
PMI_024183,27334.8587127715,-0.903817722352011,0.168875962498875,-5.35196193098251,8.70057056407782e-08,1.18016454853111e-05
PMI_023646,6136.07504201867,-1.03045751454391,0.193175453464312,-5.33430876472244,9.59092049346813e-08,1.28910690450842e-05
PMI_020120,531.945662266494,1.21568702783019,0.229736603856288,5.29165578068121,1.21213876827972e-07,1.61454699901042e-05
PMI_010552,1796.24105429809,1.03609264676967,0.195961836384026,5.28721645953167,1.24191649496618e-07,1.6394406587567e-05
PMI_018130,225.515518472496,-1.58789281686292,0.300441470914905,-5.28519851812557,1.25568511301729e-07,1.64294729167793e-05
PMI_000977,962.155502697855,-1.09642576025907,0.208637535738941,-5.25517019924442,1.47887642719576e-07,1.90042675803297e-05
PMI_003899,2574.97217939069,-0.956329309137795,0.182085727463774,-5.25208275496527,1.5038886079801e-07,1.90042675803297e-05
PMI_004208,7199.58309382771,-1.06771052870437,0.203140591145095,-5.25601763136423,1.47208183618511e-07,1.90042675803297e-05
PMI_017254,5310.66497002311,-1.01386501122979,0.193033847698336,-5.2522654618283,1.50239713284911e-07,1.90042675803297e-05
PMI_000379,8874.33933768627,-0.964024288131603,0.183654567268986,-5.24911687450531,1.52830094862193e-07,1.91490928181147e-05
